,dose,real_date,extrapolated,vaccinated,interpolated,group,population
1238,2_wait,2021-07-10,True,27888352,0,all,56286961
179,1,2021-07-10,True,39920564,0,all,56286961
712,2,2021-07-10,True,28376742,0,all,56286961
180,1,2021-07-11,True,40138825,0,all,56286961
1239,2_wait,2021-07-11,True,27924952,0,all,56286961
713,2,2021-07-11,True,28445938,0,all,56286961
181,1,2021-07-12,True,40341225,0,all,56286961
1240,2_wait,2021-07-12,True,27950300,0,all,56286961
714,2,2021-07-12,True,28530995,0,all,56286961
1241,2_wait,2021-07-13,True,27989663,0,all,56286961
182,1,2021-07-13,True,40543810,0,all,56286961
715,2,2021-07-13,True,28615867,0,all,56286961
716,2,2021-07-14,True,28708569,0,all,56286961
183,1,2021-07-14,True,40738565,0,all,56286961
1242,2_wait,2021-07-14,True,28068779,0,all,56286961
184,1,2021-07-15,True,40922034,0,all,56286961
1243,2_wait,2021-07-15,True,28162365,0,all,56286961
717,2,2021-07-15,True,28812557,0,all,56286961
718,2,2021-07-16,True,28920213,0,all,56286961
185,1,2021-07-16,True,41101835,0,all,56286961
1244,2_wait,2021-07-16,True,28264644,0,all,56286961
719,2,2021-07-17,True,29045069,0,all,56286961
186,1,2021-07-17,True,41264436,0,all,56286961
1245,2_wait,2021-07-17,True,28376742,0,all,56286961
1246,2_wait,2021-07-18,True,28445938,0,all,56286961
187,1,2021-07-18,True,41490306,0,all,56286961
720,2,2021-07-18,True,29106656,0,all,56286961
1247,2_wait,2021-07-19,True,28530995,0,all,56286961
721,2,2021-07-19,True,29174139,0,all,56286961
188,1,2021-07-19,True,41710280,0,all,56286961
189,1,2021-07-20,True,41912670,0,all,56286961
722,2,2021-07-20,True,29259206,0,all,56286961
1248,2_wait,2021-07-20,True,28615867,0,all,56286961
190,1,2021-07-21,True,42096774,0,all,56286961
723,2,2021-07-21,True,29362559,0,all,56286961
1249,2_wait,2021-07-21,True,28708569,0,all,56286961
724,2,2021-07-22,True,29473535,0,all,56286961
1250,2_wait,2021-07-22,True,28812557,0,all,56286961
191,1,2021-07-22,True,42273255,0,all,56286961
1251,2_wait,2021-07-23,True,28920213,0,all,56286961
192,1,2021-07-23,True,42445346,0,all,56286961
725,2,2021-07-23,True,29588901,0,all,56286961
1252,2_wait,2021-07-24,True,29045069,0,all,56286961
726,2,2021-07-24,True,29712518,0,all,56286961
193,1,2021-07-24,True,42609186,0,all,56286961
1253,2_wait,2021-07-25,True,29106656,0,all,56286961
194,1,2021-07-25,True,42825866,0,all,56286961
727,2,2021-07-25,True,29783295,0,all,56286961
728,2,2021-07-26,True,29842407,0,all,56286961
195,1,2021-07-26,True,43054211,0,all,56286961
1254,2_wait,2021-07-26,True,29174139,0,all,56286961
1255,2_wait,2021-07-27,True,29259206,0,all,56286961
196,1,2021-07-27,True,43242406,0,all,56286961
729,2,2021-07-27,True,29941669,0,all,56286961
197,1,2021-07-28,True,43529863,0,all,56286961
730,2,2021-07-28,True,29941669,0,all,56286961
1256,2_wait,2021-07-28,True,29362559,0,all,56286961
731,2,2021-07-29,True,30151054,0,all,56286961
1257,2_wait,2021-07-29,True,29473535,0,all,56286961
198,1,2021-07-29,True,43607935,0,all,56286961
732,2,2021-07-30,True,30258573,0,all,56286961
1258,2_wait,2021-07-30,True,29588901,0,all,56286961
199,1,2021-07-30,True,43787873,0,all,56286961
1259,2_wait,2021-07-31,True,29712518,0,all,56286961
200,1,2021-07-31,True,43938328,0,all,56286961
733,2,2021-07-31,True,30395575,0,all,56286961
1260,2_wait,2021-08-01,True,29783295,0,all,56286961
734,2,2021-08-01,True,30468914,0,all,56286961
201,1,2021-08-01,True,44152446,0,all,56286961
202,1,2021-08-02,True,44363792,0,all,56286961
1261,2_wait,2021-08-02,True,29842407,0,all,56286961
735,2,2021-08-02,True,30545025,0,all,56286961
1262,2_wait,2021-08-03,True,29941669,0,all,56286961
203,1,2021-08-03,True,44552735,0,all,56286961
736,2,2021-08-03,True,30643539,0,all,56286961
204,1,2021-08-04,True,44693257,0,all,56286961
737,2,2021-08-04,True,30790474,0,all,56286961
1263,2_wait,2021-08-04,True,29941669,0,all,56286961
205,1,2021-08-05,True,44806895,0,all,56286961
738,2,2021-08-05,True,30964293,0,all,56286961
1264,2_wait,2021-08-05,True,30151054,0,all,56286961
206,1,2021-08-06,True,44909294,0,all,56286961
739,2,2021-08-06,True,31149351,0,all,56286961
1265,2_wait,2021-08-06,True,30258573,0,all,56286961
207,1,2021-08-07,True,44990788,0,all,56286961
740,2,2021-08-07,True,31355314,0,all,56286961
1266,2_wait,2021-08-07,True,30395575,0,all,56286961
741,2,2021-08-08,True,31460835,0,all,56286961
1267,2_wait,2021-08-08,True,30468914,0,all,56286961
208,1,2021-08-08,True,45172724,0,all,56286961
742,2,2021-08-09,True,31546779,0,all,56286961
209,1,2021-08-09,True,45374237,0,all,56286961
1268,2_wait,2021-08-09,True,30545025,0,all,56286961
210,1,2021-08-10,True,45507072,0,all,56286961
1269,2_wait,2021-08-10,True,30643539,0,all,56286961
743,2,2021-08-10,True,31701401,0,all,56286961
211,1,2021-08-11,True,45558552,0,all,56286961
1270,2_wait,2021-08-11,True,30790474,0,all,56286961
744,2,2021-08-11,True,31937378,0,all,56286961
1271,2_wait,2021-08-12,True,30964293,0,all,56286961
745,2,2021-08-12,True,32172198,0,all,56286961
212,1,2021-08-12,True,45611189,0,all,56286961
746,2,2021-08-13,True,32364206,0,all,56286961
213,1,2021-08-13,True,45706638,0,all,56286961
1272,2_wait,2021-08-13,True,31149351,0,all,56286961
747,2,2021-08-14,True,32542457,0,all,56286961
214,1,2021-08-14,True,45815844,0,all,56286961
1273,2_wait,2021-08-14,True,31355314,0,all,56286961
748,2,2021-08-15,True,32644165,0,all,56286961
1274,2_wait,2021-08-15,True,31460835,0,all,56286961
215,1,2021-08-15,True,46001593,0,all,56286961
1275,2_wait,2021-08-16,True,31546779,0,all,56286961
749,2,2021-08-16,True,32739648,0,all,56286961
216,1,2021-08-16,True,46193567,0,all,56286961
1276,2_wait,2021-08-17,True,31701401,0,all,56286961
750,2,2021-08-17,True,32896733,0,all,56286961
217,1,2021-08-17,True,46323939,0,all,56286961
751,2,2021-08-18,True,33103043,0,all,56286961
1277,2_wait,2021-08-18,True,31937378,0,all,56286961
218,1,2021-08-18,True,46405086,0,all,56286961
219,1,2021-08-19,True,46469035,0,all,56286961
1278,2_wait,2021-08-19,True,32172198,0,all,56286961
752,2,2021-08-19,True,33326551,0,all,56286961
1279,2_wait,2021-08-20,True,32364206,0,all,56286961
753,2,2021-08-20,True,33501175,0,all,56286961
220,1,2021-08-20,True,46581868,0,all,56286961
221,1,2021-08-21,True,46713859,0,all,56286961
1280,2_wait,2021-08-21,True,32542457,0,all,56286961
754,2,2021-08-21,True,33656641,0,all,56286961
222,1,2021-08-22,True,46902100,0,all,56286961
1281,2_wait,2021-08-22,True,32644165,0,all,56286961
755,2,2021-08-22,True,33755857,0,all,56286961
756,2,2021-08-23,True,33826805,0,all,56286961
1282,2_wait,2021-08-23,True,32739648,0,all,56286961
223,1,2021-08-23,True,47118609,0,all,56286961
757,2,2021-08-24,True,33826805,0,all,56286961
224,1,2021-08-24,True,47406066,0,all,56286961
1283,2_wait,2021-08-24,True,32896733,0,all,56286961
1284,2_wait,2021-08-25,True,33103043,0,all,56286961
225,1,2021-08-25,True,47485157,0,all,56286961
758,2,2021-08-25,True,34035171,0,all,56286961
1285,2_wait,2021-08-26,True,33326551,0,all,56286961
226,1,2021-08-26,True,47615276,0,all,56286961
759,2,2021-08-26,True,34192509,0,all,56286961
227,1,2021-08-27,True,47752397,0,all,56286961
760,2,2021-08-27,True,34342845,0,all,56286961
1286,2_wait,2021-08-27,True,33501175,0,all,56286961
761,2,2021-08-28,True,34517844,0,all,56286961
1287,2_wait,2021-08-28,True,33656641,0,all,56286961
228,1,2021-08-28,True,47864855,0,all,56286961
762,2,2021-08-29,True,34617465,0,all,56286961
229,1,2021-08-29,True,48052691,0,all,56286961
1288,2_wait,2021-08-29,True,33755857,0,all,56286961
763,2,2021-08-30,True,34707102,0,all,56286961
1289,2_wait,2021-08-30,True,33826805,0,all,56286961
230,1,2021-08-30,True,48250511,0,all,56286961
231,1,2021-08-31,True,48428898,0,all,56286961
1290,2_wait,2021-08-31,True,33826805,0,all,56286961
764,2,2021-08-31,True,34816172,0,all,56286961
765,2,2021-09-01,True,34965905,0,all,56286961
1291,2_wait,2021-09-01,True,34035171,0,all,56286961
232,1,2021-09-01,True,48566622,0,all,56286961
1292,2_wait,2021-09-02,True,34192509,0,all,56286961
233,1,2021-09-02,True,48680637,0,all,56286961
766,2,2021-09-02,True,35139347,0,all,56286961
234,1,2021-09-03,True,48790955,0,all,56286961
767,2,2021-09-03,True,35316486,0,all,56286961
1293,2_wait,2021-09-03,True,34342845,0,all,56286961
235,1,2021-09-04,True,48850267,0,all,56286961
768,2,2021-09-04,True,35544631,0,all,56286961
1294,2_wait,2021-09-04,True,34517844,0,all,56286961
769,2,2021-09-05,True,35668498,0,all,56286961
1295,2_wait,2021-09-05,True,34617465,0,all,56286961
236,1,2021-09-05,True,49013857,0,all,56286961
770,2,2021-09-06,True,35783104,0,all,56286961
237,1,2021-09-06,True,49186708,0,all,56286961
1296,2_wait,2021-09-06,True,34707102,0,all,56286961
1297,2_wait,2021-09-07,True,34816172,0,all,56286961
771,2,2021-09-07,True,35937749,0,all,56286961
238,1,2021-09-07,True,49319520,0,all,56286961
772,2,2021-09-08,True,36108119,0,all,56286961
1298,2_wait,2021-09-08,True,34965905,0,all,56286961
239,1,2021-09-08,True,49436607,0,all,56286961
1299,2_wait,2021-09-09,True,35139347,0,all,56286961
240,1,2021-09-09,True,49506910,0,all,56286961
773,2,2021-09-09,True,36325273,0,all,56286961
1300,2_wait,2021-09-10,True,35316486,0,all,56286961
241,1,2021-09-10,True,49598119,0,all,56286961
774,2,2021-09-10,True,36521521,0,all,56286961
1301,2_wait,2021-09-11,True,35544631,0,all,56286961
242,1,2021-09-11,True,49630183,0,all,56286961
775,2,2021-09-11,True,36776914,0,all,56286961
1302,2_wait,2021-09-12,True,35668498,0,all,56286961
243,1,2021-09-12,True,49775417,0,all,56286961
776,2,2021-09-12,True,36919137,0,all,56286961
244,1,2021-09-13,True,50062874,0,all,56286961
777,2,2021-09-13,True,36919137,0,all,56286961
1303,2_wait,2021-09-13,True,35783104,0,all,56286961
778,2,2021-09-14,True,37194783,0,all,56286961
1304,2_wait,2021-09-14,True,35937749,0,all,56286961
245,1,2021-09-14,True,50074685,0,all,56286961
1305,2_wait,2021-09-15,True,36108119,0,all,56286961
246,1,2021-09-15,True,50174628,0,all,56286961
779,2,2021-09-15,True,37382297,0,all,56286961
1306,2_wait,2021-09-16,True,36325273,0,all,56286961
247,1,2021-09-16,True,50259695,0,all,56286961
780,2,2021-09-16,True,37584687,0,all,56286961
1307,2_wait,2021-09-17,True,36521521,0,all,56286961
248,1,2021-09-17,True,50369638,0,all,56286961
781,2,2021-09-17,True,37762201,0,all,56286961
1308,2_wait,2021-09-18,True,36776914,0,all,56286961
249,1,2021-09-18,True,50444409,0,all,56286961
782,2,2021-09-18,True,37974887,0,all,56286961
250,1,2021-09-19,True,50613502,0,all,56286961
783,2,2021-09-19,True,38093251,0,all,56286961
1309,2_wait,2021-09-19,True,36919137,0,all,56286961
784,2,2021-09-20,True,38199749,0,all,56286961
251,1,2021-09-20,True,50794461,0,all,56286961
1310,2_wait,2021-09-20,True,36919137,0,all,56286961
785,2,2021-09-21,True,38315123,0,all,56286961
252,1,2021-09-21,True,50966544,0,all,56286961
1311,2_wait,2021-09-21,True,37194783,0,all,56286961
786,2,2021-09-22,True,38484656,0,all,56286961
253,1,2021-09-22,True,51084468,0,all,56286961
1312,2_wait,2021-09-22,True,37382297,0,all,56286961
787,2,2021-09-23,True,38661035,0,all,56286961
254,1,2021-09-23,True,51195546,0,all,56286961
1313,2_wait,2021-09-23,True,37584687,0,all,56286961
1314,2_wait,2021-09-24,True,37762201,0,all,56286961
788,2,2021-09-24,True,38823942,0,all,56286961
255,1,2021-09-24,True,51320096,0,all,56286961
1315,2_wait,2021-09-25,True,37974887,0,all,56286961
789,2,2021-09-25,True,38963289,0,all,56286961
256,1,2021-09-25,True,51468206,0,all,56286961
1316,2_wait,2021-09-26,True,38093251,0,all,56286961
790,2,2021-09-26,True,39177546,0,all,56286961
257,1,2021-09-26,True,51541406,0,all,56286961
791,2,2021-09-27,True,39414307,0,all,56286961
1317,2_wait,2021-09-27,True,38199749,0,all,56286961
258,1,2021-09-27,True,51592102,0,all,56286961
259,1,2021-09-28,True,51670828,0,all,56286961
792,2,2021-09-28,True,39623038,0,all,56286961
1318,2_wait,2021-09-28,True,38315123,0,all,56286961
260,1,2021-09-29,True,51829060,0,all,56286961
793,2,2021-09-29,True,39752263,0,all,56286961
1319,2_wait,2021-09-29,True,38484656,0,all,56286961
794,2,2021-09-30,True,39852548,0,all,56286961
1320,2_wait,2021-09-30,True,38661035,0,all,56286961
261,1,2021-09-30,True,52016232,0,all,56286961
1321,2_wait,2021-10-01,True,38823942,0,all,56286961
262,1,2021-10-01,True,52220790,0,all,56286961
795,2,2021-10-01,True,39935447,0,all,56286961
796,2,2021-10-02,True,39998708,0,all,56286961
1322,2_wait,2021-10-02,True,38963289,0,all,56286961
263,1,2021-10-02,True,52444986,0,all,56286961
1323,2_wait,2021-10-03,True,39177546,0,all,56286961
264,1,2021-10-03,True,52583378,0,all,56286961
797,2,2021-10-03,True,40147773,0,all,56286961
1324,2_wait,2021-10-04,True,39414307,0,all,56286961
265,1,2021-10-04,True,52753492,0,all,56286961
798,2,2021-10-04,True,40265116,0,all,56286961
1325,2_wait,2021-10-05,True,39623038,0,all,56286961
799,2,2021-10-05,True,40382829,0,all,56286961
266,1,2021-10-05,True,52923236,0,all,56286961
267,1,2021-10-06,True,53108640,0,all,56286961
1326,2_wait,2021-10-06,True,39752263,0,all,56286961
800,2,2021-10-06,True,40484882,0,all,56286961
801,2,2021-10-07,True,40564363,0,all,56286961
268,1,2021-10-07,True,53316616,0,all,56286961
1327,2_wait,2021-10-07,True,39852548,0,all,56286961
1328,2_wait,2021-10-08,True,39935447,0,all,56286961
269,1,2021-10-08,True,53531928,0,all,56286961
802,2,2021-10-08,True,40636508,0,all,56286961
270,1,2021-10-09,True,53781640,0,all,56286961
803,2,2021-10-09,True,40674253,0,all,56286961
1329,2_wait,2021-10-09,True,39998708,0,all,56286961
804,2,2021-10-10,True,40838536,0,all,56286961
1330,2_wait,2021-10-10,True,40147773,0,all,56286961
271,1,2021-10-10,True,53904814,0,all,56286961
272,1,2021-10-11,True,54039780,0,all,56286961
1331,2_wait,2021-10-11,True,40265116,0,all,56286961
805,2,2021-10-11,True,40991027,0,all,56286961
806,2,2021-10-12,True,41108350,0,all,56286961
273,1,2021-10-12,True,54209914,0,all,56286961
1332,2_wait,2021-10-12,True,40382829,0,all,56286961
274,1,2021-10-13,True,54416620,0,all,56286961
807,2,2021-10-13,True,41189101,0,all,56286961
1333,2_wait,2021-10-13,True,40484882,0,all,56286961
275,1,2021-10-14,True,54638572,0,all,56286961
1334,2_wait,2021-10-14,True,40564363,0,all,56286961
808,2,2021-10-14,True,41254606,0,all,56286961
809,2,2021-10-15,True,41311331,0,all,56286961
276,1,2021-10-15,True,54869304,0,all,56286961
1335,2_wait,2021-10-15,True,40636508,0,all,56286961
277,1,2021-10-16,True,55116538,0,all,56286961
810,2,2021-10-16,True,41351554,0,all,56286961
1336,2_wait,2021-10-16,True,40674253,0,all,56286961
811,2,2021-10-17,True,41497457,0,all,56286961
1337,2_wait,2021-10-17,True,40838536,0,all,56286961
278,1,2021-10-17,True,55258092,0,all,56286961
279,1,2021-10-18,True,55376316,0,all,56286961
812,2,2021-10-18,True,41666690,0,all,56286961
1338,2_wait,2021-10-18,True,40991027,0,all,56286961
280,1,2021-10-19,True,55574840,0,all,56286961
813,2,2021-10-19,True,41755623,0,all,56286961
1339,2_wait,2021-10-19,True,41108350,0,all,56286961
281,1,2021-10-20,True,55574840,0,all,56286961
1340,2_wait,2021-10-20,True,41189101,0,all,56286961
814,2,2021-10-20,True,42043080,0,all,56286961
1341,2_wait,2021-10-21,True,41254606,0,all,56286961
282,1,2021-10-21,True,55862297,0,all,56286961
815,2,2021-10-21,True,42043080,0,all,56286961
1342,2_wait,2021-10-22,True,41311331,0,all,56286961
816,2,2021-10-22,True,42043080,0,all,56286961
283,1,2021-10-22,True,56149754,0,all,56286961
817,2,2021-10-23,True,42193330,0,all,56286961
284,1,2021-10-23,True,56286961,0,all,56286961
1343,2_wait,2021-10-23,True,41351554,0,all,56286961
1344,2_wait,2021-10-24,True,41497457,0,all,56286961
818,2,2021-10-24,True,42480787,0,all,56286961
285,1,2021-10-24,True,56286961,0,all,56286961
819,2,2021-10-25,True,42768244,0,all,56286961
1345,2_wait,2021-10-25,True,41666690,0,all,56286961
286,1,2021-10-25,True,56286961,0,all,56286961
820,2,2021-10-26,True,43055701,0,all,56286961
287,1,2021-10-26,True,56286961,0,all,56286961
1346,2_wait,2021-10-26,True,41755623,0,all,56286961
288,1,2021-10-27,True,56286961,0,all,56286961
821,2,2021-10-27,True,43343158,0,all,56286961
1347,2_wait,2021-10-27,True,42043080,0,all,56286961
289,1,2021-10-28,True,56286961,0,all,56286961
1348,2_wait,2021-10-28,True,42043080,0,all,56286961
822,2,2021-10-28,True,43630615,0,all,56286961
290,1,2021-10-29,True,56286961,0,all,56286961
1349,2_wait,2021-10-29,True,42043080,0,all,56286961
823,2,2021-10-29,True,43918072,0,all,56286961
291,1,2021-10-30,True,56286961,0,all,56286961
1350,2_wait,2021-10-30,True,42193330,0,all,56286961
824,2,2021-10-30,True,44205529,0,all,56286961
1351,2_wait,2021-10-31,True,42480787,0,all,56286961
292,1,2021-10-31,True,56286961,0,all,56286961
825,2,2021-10-31,True,44492986,0,all,56286961
826,2,2021-11-01,True,44780443,0,all,56286961
1352,2_wait,2021-11-01,True,42768244,0,all,56286961
293,1,2021-11-01,True,56286961,0,all,56286961
827,2,2021-11-02,True,45067900,0,all,56286961
294,1,2021-11-02,True,56286961,0,all,56286961
1353,2_wait,2021-11-02,True,43055701,0,all,56286961
828,2,2021-11-03,True,45355357,0,all,56286961
295,1,2021-11-03,True,56286961,0,all,56286961
1354,2_wait,2021-11-03,True,43343158,0,all,56286961
829,2,2021-11-04,True,45642814,0,all,56286961
296,1,2021-11-04,True,56286961,0,all,56286961
1355,2_wait,2021-11-04,True,43630615,0,all,56286961
297,1,2021-11-05,True,56286961,0,all,56286961
830,2,2021-11-05,True,45930271,0,all,56286961
1356,2_wait,2021-11-05,True,43918072,0,all,56286961
831,2,2021-11-06,True,46217728,0,all,56286961
298,1,2021-11-06,True,56286961,0,all,56286961
1357,2_wait,2021-11-06,True,44205529,0,all,56286961
299,1,2021-11-07,True,56286961,0,all,56286961
832,2,2021-11-07,True,46505185,0,all,56286961
1358,2_wait,2021-11-07,True,44492986,0,all,56286961
300,1,2021-11-08,True,56286961,0,all,56286961
833,2,2021-11-08,True,46792642,0,all,56286961
1359,2_wait,2021-11-08,True,44780443,0,all,56286961
834,2,2021-11-09,True,47080099,0,all,56286961
1360,2_wait,2021-11-09,True,45067900,0,all,56286961
301,1,2021-11-09,True,56286961,0,all,56286961
835,2,2021-11-10,True,47367556,0,all,56286961
302,1,2021-11-10,True,56286961,0,all,56286961
1361,2_wait,2021-11-10,True,45355357,0,all,56286961
836,2,2021-11-11,True,47655013,0,all,56286961
1362,2_wait,2021-11-11,True,45642814,0,all,56286961
303,1,2021-11-11,True,56286961,0,all,56286961
304,1,2021-11-12,True,56286961,0,all,56286961
837,2,2021-11-12,True,47942470,0,all,56286961
1363,2_wait,2021-11-12,True,45930271,0,all,56286961
305,1,2021-11-13,True,56286961,0,all,56286961
838,2,2021-11-13,True,48229927,0,all,56286961
1364,2_wait,2021-11-13,True,46217728,0,all,56286961
306,1,2021-11-14,True,56286961,0,all,56286961
1365,2_wait,2021-11-14,True,46505185,0,all,56286961
839,2,2021-11-14,True,48517384,0,all,56286961
307,1,2021-11-15,True,56286961,0,all,56286961
1366,2_wait,2021-11-15,True,46792642,0,all,56286961
840,2,2021-11-15,True,48804841,0,all,56286961
841,2,2021-11-16,True,49092298,0,all,56286961
308,1,2021-11-16,True,56286961,0,all,56286961
1367,2_wait,2021-11-16,True,47080099,0,all,56286961
1368,2_wait,2021-11-17,True,47367556,0,all,56286961
842,2,2021-11-17,True,49379755,0,all,56286961
309,1,2021-11-17,True,56286961,0,all,56286961
1369,2_wait,2021-11-18,True,47655013,0,all,56286961
310,1,2021-11-18,True,56286961,0,all,56286961
843,2,2021-11-18,True,49667212,0,all,56286961
1370,2_wait,2021-11-19,True,47942470,0,all,56286961
844,2,2021-11-19,True,49954669,0,all,56286961
311,1,2021-11-19,True,56286961,0,all,56286961
845,2,2021-11-20,True,50242126,0,all,56286961
1371,2_wait,2021-11-20,True,48229927,0,all,56286961
312,1,2021-11-20,True,56286961,0,all,56286961
1372,2_wait,2021-11-21,True,48517384,0,all,56286961
846,2,2021-11-21,True,50529583,0,all,56286961
313,1,2021-11-21,True,56286961,0,all,56286961
847,2,2021-11-22,True,50817040,0,all,56286961
314,1,2021-11-22,True,56286961,0,all,56286961
1373,2_wait,2021-11-22,True,48804841,0,all,56286961
848,2,2021-11-23,True,51104497,0,all,56286961
315,1,2021-11-23,True,56286961,0,all,56286961
1374,2_wait,2021-11-23,True,49092298,0,all,56286961
849,2,2021-11-24,True,51391954,0,all,56286961
316,1,2021-11-24,True,56286961,0,all,56286961
1375,2_wait,2021-11-24,True,49379755,0,all,56286961
850,2,2021-11-25,True,51679411,0,all,56286961
1376,2_wait,2021-11-25,True,49667212,0,all,56286961
317,1,2021-11-25,True,56286961,0,all,56286961
318,1,2021-11-26,True,56286961,0,all,56286961
851,2,2021-11-26,True,51966868,0,all,56286961
1377,2_wait,2021-11-26,True,49954669,0,all,56286961
1378,2_wait,2021-11-27,True,50242126,0,all,56286961
852,2,2021-11-27,True,52254325,0,all,56286961
319,1,2021-11-27,True,56286961,0,all,56286961
320,1,2021-11-28,True,56286961,0,all,56286961
1379,2_wait,2021-11-28,True,50529583,0,all,56286961
853,2,2021-11-28,True,52541782,0,all,56286961
1380,2_wait,2021-11-29,True,50817040,0,all,56286961
854,2,2021-11-29,True,52829239,0,all,56286961
321,1,2021-11-29,True,56286961,0,all,56286961
322,1,2021-11-30,True,56286961,0,all,56286961
1381,2_wait,2021-11-30,True,51104497,0,all,56286961
855,2,2021-11-30,True,53116696,0,all,56286961
1382,2_wait,2021-12-01,True,51391954,0,all,56286961
856,2,2021-12-01,True,53404153,0,all,56286961
323,1,2021-12-01,True,56286961,0,all,56286961
857,2,2021-12-02,True,53691610,0,all,56286961
324,1,2021-12-02,True,56286961,0,all,56286961
1383,2_wait,2021-12-02,True,51679411,0,all,56286961
1384,2_wait,2021-12-03,True,51966868,0,all,56286961
325,1,2021-12-03,True,56286961,0,all,56286961
858,2,2021-12-03,True,53979067,0,all,56286961
1385,2_wait,2021-12-04,True,52254325,0,all,56286961
326,1,2021-12-04,True,56286961,0,all,56286961
859,2,2021-12-04,True,54266524,0,all,56286961
327,1,2021-12-05,True,56286961,0,all,56286961
860,2,2021-12-05,True,54553981,0,all,56286961
1386,2_wait,2021-12-05,True,52541782,0,all,56286961
1387,2_wait,2021-12-06,True,52829239,0,all,56286961
328,1,2021-12-06,True,56286961,0,all,56286961
861,2,2021-12-06,True,54841438,0,all,56286961
1388,2_wait,2021-12-07,True,53116696,0,all,56286961
862,2,2021-12-07,True,55128895,0,all,56286961
329,1,2021-12-07,True,56286961,0,all,56286961
330,1,2021-12-08,True,56286961,0,all,56286961
1389,2_wait,2021-12-08,True,53404153,0,all,56286961
863,2,2021-12-08,True,55416352,0,all,56286961
864,2,2021-12-09,True,55703809,0,all,56286961
331,1,2021-12-09,True,56286961,0,all,56286961
1390,2_wait,2021-12-09,True,53691610,0,all,56286961
865,2,2021-12-10,True,55991266,0,all,56286961
332,1,2021-12-10,True,56286961,0,all,56286961
1391,2_wait,2021-12-10,True,53979067,0,all,56286961
866,2,2021-12-11,True,56278723,0,all,56286961
333,1,2021-12-11,True,56286961,0,all,56286961
1392,2_wait,2021-12-11,True,54266524,0,all,56286961
867,2,2021-12-12,True,56286961,0,all,56286961
334,1,2021-12-12,True,56286961,0,all,56286961
1393,2_wait,2021-12-12,True,54553981,0,all,56286961
1394,2_wait,2021-12-13,True,54841438,0,all,56286961
868,2,2021-12-13,True,56286961,0,all,56286961
335,1,2021-12-13,True,56286961,0,all,56286961
869,2,2021-12-14,True,56286961,0,all,56286961
1395,2_wait,2021-12-14,True,55128895,0,all,56286961
336,1,2021-12-14,True,56286961,0,all,56286961
870,2,2021-12-15,True,56286961,0,all,56286961
337,1,2021-12-15,True,56286961,0,all,56286961
1396,2_wait,2021-12-15,True,55416352,0,all,56286961
338,1,2021-12-16,True,56286961,0,all,56286961
871,2,2021-12-16,True,56286961,0,all,56286961
1397,2_wait,2021-12-16,True,55703809,0,all,56286961
339,1,2021-12-17,True,56286961,0,all,56286961
1398,2_wait,2021-12-17,True,55991266,0,all,56286961
872,2,2021-12-17,True,56286961,0,all,56286961
873,2,2021-12-18,True,56286961,0,all,56286961
1399,2_wait,2021-12-18,True,56278723,0,all,56286961
340,1,2021-12-18,True,56286961,0,all,56286961
1400,2_wait,2021-12-19,True,56286961,0,all,56286961
341,1,2021-12-19,True,56286961,0,all,56286961
874,2,2021-12-19,True,56286961,0,all,56286961
1401,2_wait,2021-12-20,True,56286961,0,all,56286961
342,1,2021-12-20,True,56286961,0,all,56286961
875,2,2021-12-20,True,56286961,0,all,56286961
1402,2_wait,2021-12-21,True,56286961,0,all,56286961
876,2,2021-12-21,True,56286961,0,all,56286961
343,1,2021-12-21,True,56286961,0,all,56286961
1403,2_wait,2021-12-22,True,56286961,0,all,56286961
877,2,2021-12-22,True,56286961,0,all,56286961
344,1,2021-12-22,True,56286961,0,all,56286961
878,2,2021-12-23,True,56286961,0,all,56286961
1404,2_wait,2021-12-23,True,56286961,0,all,56286961
345,1,2021-12-23,True,56286961,0,all,56286961
1405,2_wait,2021-12-24,True,56286961,0,all,56286961
346,1,2021-12-24,True,56286961,0,all,56286961
879,2,2021-12-24,True,56286961,0,all,56286961
347,1,2021-12-25,True,56286961,0,all,56286961
1406,2_wait,2021-12-25,True,56286961,0,all,56286961
880,2,2021-12-25,True,56286961,0,all,56286961
1407,2_wait,2021-12-26,True,56286961,0,all,56286961
881,2,2021-12-26,True,56286961,0,all,56286961
348,1,2021-12-26,True,56286961,0,all,56286961
882,2,2021-12-27,True,56286961,0,all,56286961
349,1,2021-12-27,True,56286961,0,all,56286961
1408,2_wait,2021-12-27,True,56286961,0,all,56286961
1409,2_wait,2021-12-28,True,56286961,0,all,56286961
350,1,2021-12-28,True,56286961,0,all,56286961
883,2,2021-12-28,True,56286961,0,all,56286961
351,1,2021-12-29,True,56286961,0,all,56286961
1410,2_wait,2021-12-29,True,56286961,0,all,56286961
884,2,2021-12-29,True,56286961,0,all,56286961
1411,2_wait,2021-12-30,True,56286961,0,all,56286961
885,2,2021-12-30,True,56286961,0,all,56286961
352,1,2021-12-30,True,56286961,0,all,56286961
1412,2_wait,2021-12-31,True,56286961,0,all,56286961
886,2,2021-12-31,True,56286961,0,all,56286961
353,1,2021-12-31,True,56286961,0,all,56286961
354,1,2022-01-01,True,56286961,0,all,56286961
1413,2_wait,2022-01-01,True,56286961,0,all,56286961
887,2,2022-01-01,True,56286961,0,all,56286961
888,2,2022-01-02,True,56286961,0,all,56286961
355,1,2022-01-02,True,56286961,0,all,56286961
